Atualização;n;Abrangência2;Abrangência1;UF;Município;Empreendimento;Eixo;Subeixo;Modalidade;Classificação;Estágio;Estimativa do valor total do empreendimento no Novo PAC (2023-2030) (R$);Percentual de execução do empreendimento (%);Tipo de Executor
ago/25;24114;Intra Estado;Município;RS;Cidreira;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24117;Intra Estado;Município;RS;Ciríaco;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24143;Intra Estado;Município;RS;Colinas;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24154;Intra Estado;Município;RS;Colorado;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24190;Intra Estado;Município;RS;Condor;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24203;Intra Estado;Município;RS;Constantina;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24226;Intra Estado;Município;RS;Coronel Bicaco;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24238;Intra Estado;Município;RS;Coronel Pilar;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24267;Intra Estado;Município;RS;Coxilha;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24276;Intra Estado;Município;RS;Crissiumal;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24279;Intra Estado;Município;RS;Cristal;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24294;Intra Estado;Município;RS;Cruz Alta;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;16160;Intra Estado;Município;RS;Cruz Alta;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;81.852,96;;Municipal
ago/25;24299;Intra Estado;Município;RS;Cruzaltense;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24305;Intra Estado;Município;RS;Cruzeiro do Sul;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24350;Intra Estado;Município;RS;David Canabarro;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24360;Intra Estado;Município;RS;Derrubadas;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24365;Intra Estado;Município;RS;Dezesseis de Novembro;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24374;Intra Estado;Município;RS;Dilermando de Aguiar;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;34001;Intra Estado;Município;RS;Dilermando de Aguiar;Unidade Odontológica Móvel (UOM) - 1 Veículo;Saúde;Atenção Primária;Seleção 2025 - Unidade Odontológica Móvel - UOM;Equipamento;Em ação preparatória;379.890,00;;Municipal
ago/25;24395;Intra Estado;Município;RS;Dois Irmãos;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24396;Intra Estado;Município;RS;Dois Irmãos das Missões;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24399;Intra Estado;Município;RS;Dois Lajeados;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24409;Intra Estado;Município;RS;Dom Feliciano;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;33340;Intra Estado;Município;RS;Dom Pedrito;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;2.056.000,00;;Municipal
ago/25;19011;Intra Estado;Município;RS;Dom Pedrito;Unidade Odontológica Móvel - UOM;Saúde;Atenção Primária;Seleção 2023 - Unidades Odontológicas Móveis - UOMs;Equipamento;Concluído;379.890,00;100;Municipal
ago/25;24420;Intra Estado;Município;RS;Dona Francisca;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24452;Intra Estado;Município;RS;Eldorado do Sul;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24464;Intra Estado;Município;RS;Encantado;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24466;Intra Estado;Município;RS;Encruzilhada do Sul;Combo de Unidade Básica de Saúde (UBS) - 2 Equipamentos;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;316.000,00;;Municipal
ago/25;19110;Intra Estado;Município;RS;Encruzilhada do Sul;Unidade Odontológica Móvel - UOM;Saúde;Atenção Primária;Seleção 2023 - Unidades Odontológicas Móveis - UOMs;Equipamento;Concluído;379.890,00;100;Municipal
ago/25;24473;Intra Estado;Município;RS;Engenho Velho;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;33350;Intra Estado;Município;RS;Engenho Velho;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;2.056.000,00;;Municipal
ago/25;24477;Intra Estado;Município;RS;Entre Rios do Sul;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;33351;Intra Estado;Município;RS;Entre Rios do Sul;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;2.056.000,00;;Municipal
ago/25;24478;Intra Estado;Município;RS;Entre-Ijuís;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24481;Intra Estado;Município;RS;Erebango;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;33353;Intra Estado;Município;RS;Erebango;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;2.056.000,00;;Municipal
ago/25;24482;Intra Estado;Município;RS;Erechim;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;16166;Intra Estado;Município;RS;Erechim;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;0,00;;Municipal
ago/25;24486;Intra Estado;Município;RS;Ernestina;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24487;Intra Estado;Município;RS;Erval Grande;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24488;Intra Estado;Município;RS;Erval Seco;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24495;Intra Estado;Município;RS;Esperança do Sul;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24508;Intra Estado;Município;RS;Espumoso;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24509;Intra Estado;Município;RS;Estação;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24511;Intra Estado;Município;RS;Estância Velha;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24514;Intra Estado;Município;RS;Estrela;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24521;Intra Estado;Município;RS;Estrela Velha;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24524;Intra Estado;Município;RS;Eugênio de Castro;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24539;Intra Estado;Município;RS;Farroupilha;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24546;Intra Estado;Município;RS;Faxinal do Soturno;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24548;Intra Estado;Município;RS;Faxinalzinho;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24551;Intra Estado;Município;RS;Fazenda Vilanova;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24563;Intra Estado;Município;RS;Feliz;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24606;Intra Estado;Município;RS;Formigueiro;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;33370;Intra Estado;Município;RS;Formigueiro;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;2.056.000,00;;Municipal
ago/25;24615;Intra Estado;Município;RS;Forquetinha;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24640;Intra Estado;Município;RS;Frederico Westphalen;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24665;Intra Estado;Município;RS;Garibaldi;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24668;Intra Estado;Município;RS;Garruchos;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24673;Intra Estado;Município;RS;Gaurama;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;33382;Intra Estado;Município;RS;General Câmara;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;2.056.000,00;;Municipal
ago/25;24681;Intra Estado;Município;RS;Gentil;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24683;Intra Estado;Município;RS;Getúlio Vargas;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24686;Intra Estado;Município;RS;Giruá;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24692;Intra Estado;Município;RS;Glorinha;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24731;Intra Estado;Município;RS;Gramado;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24732;Intra Estado;Município;RS;Gramado dos Loureiros;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24733;Intra Estado;Município;RS;Gramado Xavier;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;34040;Intra Estado;Município;RS;Gramado Xavier;Unidade Odontológica Móvel (UOM) - 1 Veículo;Saúde;Atenção Primária;Seleção 2025 - Unidade Odontológica Móvel - UOM;Equipamento;Em ação preparatória;379.890,00;;Municipal
ago/25;24740;Intra Estado;Município;RS;Gravataí;Combo de Unidade Básica de Saúde (UBS) - 10 Equipamentos;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;1.580.000,00;;Municipal
ago/25;33393;Intra Estado;Município;RS;Gravataí;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;4.456.000,00;;Municipal
ago/25;24745;Intra Estado;Município;RS;Guabiju;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24749;Intra Estado;Município;RS;Guaíba;Combo de Unidade Básica de Saúde (UBS) - 3 Equipamentos;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;474.000,00;;Municipal
ago/25;24767;Intra Estado;Município;RS;Guaporé;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24783;Intra Estado;Município;RS;Guarani das Missões;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24819;Intra Estado;Município;RS;Harmonia;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24824;Intra Estado;Município;RS;Herval;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24825;Intra Estado;Município;RS;Herveiras;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24832;Intra Estado;Município;RS;Horizontina;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24835;Intra Estado;Município;RS;Hulha Negra;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;34046;Intra Estado;Município;RS;Hulha Negra;Unidade Odontológica Móvel (UOM) - 1 Veículo;Saúde;Atenção Primária;Seleção 2025 - Unidade Odontológica Móvel - UOM;Equipamento;Em ação preparatória;379.890,00;;Municipal
ago/25;24837;Intra Estado;Município;RS;Humaitá;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24847;Intra Estado;Município;RS;Ibarama;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24855;Intra Estado;Município;RS;Ibiaçá;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24874;Intra Estado;Município;RS;Ibiraiaras;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24879;Intra Estado;Município;RS;Ibirapuitã;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24883;Intra Estado;Município;RS;Ibirubá;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24916;Intra Estado;Município;RS;Igrejinha;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24927;Intra Estado;Município;RS;Ijuí;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24935;Intra Estado;Município;RS;Ilópolis;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24939;Intra Estado;Município;RS;Imbé;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24944;Intra Estado;Município;RS;Imigrante;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;33424;Intra Estado;Município;RS;Imigrante;Unidade Básica de Saúde (UBS);Saúde;Atenção Primária;Seleção 2025 - Unidade Básica de Saúde - UBS;Obra;Em ação preparatória;2.056.000,00;;Municipal
ago/25;24954;Intra Estado;Município;RS;Independência;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24964;Intra Estado;Município;RS;Inhacorá;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24983;Intra Estado;Município;RS;Ipê;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;24996;Intra Estado;Município;RS;Ipiranga do Sul;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;25018;Intra Estado;Município;RS;Iraí;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;34063;Intra Estado;Município;RS;Iraí;Unidade Odontológica Móvel (UOM) - 1 Veículo;Saúde;Atenção Primária;Seleção 2025 - Unidade Odontológica Móvel - UOM;Equipamento;Em ação preparatória;379.890,00;;Municipal
ago/25;25037;Intra Estado;Município;RS;Itaara;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;25057;Intra Estado;Município;RS;Itacurubi;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;25150;Intra Estado;Município;RS;Itaqui;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;16180;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
ago/25;16182;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
ago/25;16184;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;81.852,96;;Municipal
ago/25;16186;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;163.452,96;;Municipal
ago/25;19061;Intra Estado;Município;RS;Itaqui;Unidade Odontológica Móvel - UOM;Saúde;Atenção Primária;Seleção 2023 - Unidades Odontológicas Móveis - UOMs;Equipamento;Concluído;379.890,00;100;Municipal
ago/25;25159;Intra Estado;Município;RS;Itati;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;25162;Intra Estado;Município;RS;Itatiba do Sul;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;34076;Intra Estado;Município;RS;Itatiba do Sul;Unidade Odontológica Móvel (UOM) - 1 Veículo;Saúde;Atenção Primária;Seleção 2025 - Unidade Odontológica Móvel - UOM;Equipamento;Em ação preparatória;379.890,00;;Municipal
ago/25;25206;Intra Estado;Município;RS;Ivorá;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
ago/25;25207;Intra Estado;Município;RS;Ivoti;Combo de Unidade Básica de Saúde (UBS) - 1 Equipamento;Saúde;Atenção Primária;Seleção 2025 - Combo de Equipamentos para UBS;Equipamento;Em ação preparatória;158.000,00;;Municipal
